time;atm_pm_1_0;atm_pm_10_0;atm_pm_2_5;co2;delta;hum;ma;temp
2025-11-08 13:13:07;2;7;5;504;0.02;23.41;4.9;24.84
2025-11-08 13:13:17;2;6;6;514;0.2;23.37;5.0;24.89
2025-11-08 13:13:27;1;5;5;509;0.02;23.39;4.9;24.89
2025-11-08 13:13:38;2;7;6;512;0.22;23.47;4.9;24.91
2025-11-08 13:13:48;2;6;6;510;0.2;23.56;5.0;24.93
2025-11-08 13:13:58;2;5;5;506;-0.02;23.58;5.1;24.91
2025-11-08 13:14:08;3;6;6;508;0.11;23.62;5.4;24.96
2025-11-08 13:14:18;2;6;6;507;0.09;23.54;5.5;24.96
2025-11-08 13:14:28;3;5;5;506;-0.09;23.46;5.5;24.94
2025-11-08 13:14:38;3;5;5;512;-0.09;23.43;5.5;24.94
2025-11-08 13:14:48;4;7;7;513;0.23;23.42;5.7;24.92
2025-11-08 13:14:58;2;7;6;496;0.05;23.44;5.7;24.91
2025-11-08 13:15:09;2;8;7;507;0.19;23.51;5.9;24.93
2025-11-08 13:15:19;2;6;6;505;0.02;23.37;5.9;24.92
2025-11-08 13:15:29;2;7;6;511;0.02;23.25;5.9;24.87
2025-11-08 13:15:39;1;6;5;518;-0.15;23.32;5.9;24.84
2025-11-08 13:15:49;2;8;6;514;0.02;23.32;5.9;24.89
2025-11-08 13:15:59;2;8;6;511;0.02;23.32;5.9;24.8
2025-11-08 13:16:09;2;6;5;512;-0.15;23.37;5.9;24.85
2025-11-08 13:16:19;2;6;5;501;-0.15;23.4;5.9;24.96
2025-11-08 13:16:30;1;5;5;502;-0.12;23.51;5.7;24.96
2025-11-08 13:16:40;1;5;5;507;-0.11;23.5;5.6;24.94
2025-11-08 13:16:50;1;6;4;496;-0.25;23.5;5.3;24.96
2025-11-08 13:17:00;2;7;5;504;-0.04;23.49;5.2;24.97
2025-11-08 13:17:10;1;6;5;509;-0.02;23.41;5.1;24.92
2025-11-08 13:17:20;4;6;6;506;0.15;23.34;5.2;24.87
2025-11-08 13:17:30;3;6;5;511;-0.02;23.3;5.1;24.85
2025-11-08 13:17:40;4;6;5;503;0.0;23.44;5.0;24.86
2025-11-08 13:17:50;2;4;4;493;-0.18;23.4;4.9;24.85
2025-11-08 13:18:00;1;6;4;486;-0.17;23.54;4.8;24.88
2025-11-08 13:18:11;2;9;7;487;0.4;23.68;5.0;24.89
2025-11-08 13:18:21;2;9;7;480;0.35;23.65;5.2;24.89
2025-11-08 13:18:31;2;8;6;493;0.11;23.36;5.4;24.94
2025-11-08 13:18:41;4;7;6;488;0.09;23.37;5.5;24.94
2025-11-08 13:18:51;4;7;6;489;0.07;23.45;5.6;24.95
2025-11-08 13:19:01;2;6;4;479;-0.26;23.44;5.4;24.93
2025-11-08 13:19:11;3;6;5;486;-0.07;23.43;5.4;24.92
2025-11-08 13:19:21;4;6;5;496;-0.07;23.48;5.4;24.86
2025-11-08 13:19:32;4;5;5;493;-0.09;23.29;5.5;24.79
2025-11-08 13:19:42;4;6;6;503;0.05;23.28;5.7;24.8
2025-11-08 13:19:52;3;5;5;511;-0.09;23.42;5.5;24.84
2025-11-08 13:20:02;4;6;6;510;0.11;23.34;5.4;24.86
2025-11-08 13:20:12;3;6;6;503;0.11;23.32;5.4;24.83
2025-11-08 13:20:22;3;5;5;506;-0.06;23.4;5.3;24.84
2025-11-08 13:20:32;2;4;4;499;-0.22;23.39;5.1;24.89
2025-11-08 13:20:42;1;4;3;507;-0.4;23.58;5.0;24.83
2025-11-08 13:20:52;2;5;4;494;-0.18;23.52;4.9;24.86
2025-11-08 13:21:03;1;2;2;500;-0.57;23.42;4.6;24.86
2025-11-08 13:21:13;2;5;4;501;-0.11;23.38;4.5;24.89
2025-11-08 13:21:23;1;6;4;495;-0.07;23.4;4.3;24.93
2025-11-08 13:21:33;2;5;4;487;-0.05;23.4;4.2;24.88
2025-11-08 13:21:43;1;4;3;487;-0.23;23.28;3.9;24.86
2025-11-08 13:21:53;1;4;4;491;0.08;23.33;3.7;24.83
2025-11-08 13:22:03;1;6;5;492;0.35;23.5;3.7;24.87
2025-11-08 13:22:13;1;5;4;492;0.08;23.5;3.7;24.89
2025-11-08 13:22:24;1;6;4;491;0.05;23.54;3.8;24.91
2025-11-08 13:22:34;1;4;4;495;0.05;23.47;3.8;24.92
2025-11-08 13:22:44;2;5;5;491;0.22;23.47;4.1;24.94
2025-11-08 13:22:54;2;6;6;496;0.4;23.6;4.3;24.9
2025-11-08 13:23:04;2;5;5;496;0.14;23.52;4.4;24.85
2025-11-08 13:23:14;1;4;4;494;-0.09;23.32;4.4;24.87
2025-11-08 13:23:24;2;6;6;496;0.28;23.37;4.7;24.92
2025-11-08 13:23:34;2;7;5;494;0.04;23.49;4.8;24.92
2025-11-08 13:23:44;2;6;5;488;0.04;23.39;4.8;24.91
2025-11-08 13:23:54;1;4;4;485;-0.17;23.33;4.8;24.84
2025-11-08 13:24:05;2;4;4;492;-0.17;23.37;4.8;24.84
2025-11-08 13:24:15;0;3;3;492;-0.36;23.31;4.7;24.83
2025-11-08 13:24:25;0;3;3;495;-0.33;23.4;4.5;24.84
2025-11-08 13:24:35;1;6;5;491;0.14;23.38;4.4;24.9
2025-11-08 13:24:45;1;5;5;495;0.14;23.35;4.4;24.83
2025-11-08 13:24:55;1;4;4;496;-0.09;23.46;4.4;24.81
2025-11-08 13:25:05;1;3;3;496;-0.27;23.46;4.1;24.82
2025-11-08 13:25:15;1;4;4;491;0.0;23.31;4.0;24.79
2025-11-08 13:25:25;0;4;4;498;0.03;23.28;3.9;24.82
2025-11-08 13:25:36;1;4;4;502;0.03;23.35;3.9;24.82
2025-11-08 13:25:46;1;5;4;499;0.03;23.42;3.9;24.84
2025-11-08 13:25:56;1;5;5;503;0.22;23.34;4.1;24.82
2025-11-08 13:26:06;1;5;5;495;0.16;23.34;4.3;24.88
2025-11-08 13:26:16;0;5;5;490;0.16;23.47;4.3;24.89
2025-11-08 13:26:26;0;5;5;485;0.16;23.55;4.3;24.87
2025-11-08 13:26:36;1;6;5;481;0.14;23.68;4.4;24.84
2025-11-08 13:26:46;1;5;5;481;0.09;23.43;4.6;24.88
2025-11-08 13:26:57;1;5;4;480;-0.13;23.4;4.6;24.86
2025-11-08 13:27:07;0;6;4;485;-0.13;23.36;4.6;24.87
2025-11-08 13:27:17;0;5;4;471;-0.13;23.3;4.6;24.84
2025-11-08 13:27:27;0;4;3;467;-0.33;23.32;4.5;24.8
2025-11-08 13:27:37;0;5;3;458;-0.3;23.43;4.3;24.78
2025-11-08 13:27:47;0;5;4;459;-0.05;23.47;4.2;24.79
2025-11-08 13:27:57;0;5;4;452;-0.02;23.5;4.1;24.83
2025-11-08 13:28:07;0;5;4;455;0.0;23.49;4.0;24.79
2025-11-08 13:28:17;1;6;5;461;0.25;23.52;4.0;24.87
2025-11-08 13:28:28;1;6;5;467;0.25;23.57;4.0;24.9
2025-11-08 13:28:38;0;4;3;466;-0.23;23.51;3.9;24.87
2025-11-08 13:28:48;0;6;5;465;0.25;23.33;4.0;24.8
2025-11-08 13:28:58;0;5;4;470;0.0;23.29;4.0;24.8
2025-11-08 13:29:08;0;6;4;470;-0.02;23.48;4.1;24.87
2025-11-08 13:29:18;1;5;4;478;-0.05;23.56;4.2;24.88
2025-11-08 13:29:28;1;4;4;484;-0.05;23.64;4.2;24.88
2025-11-08 13:29:38;0;3;3;489;-0.27;23.66;4.1;24.88
2025-11-08 13:29:48;0;3;3;488;-0.25;23.28;4.0;24.84
2025-11-08 13:29:59;0;5;3;485;-0.21;23.25;3.8;24.82
2025-11-08 13:30:09;1;5;4;481;0.08;23.32;3.7;24.86
2025-11-08 13:30:19;1;5;5;485;0.28;23.3;3.9;24.8
2025-11-08 13:30:29;3;8;7;486;0.71;23.32;4.1;24.85
2025-11-08 13:30:39;2;5;5;486;0.19;23.46;4.2;24.87
2025-11-08 13:30:49;3;5;5;488;0.16;23.6;4.3;24.86
2025-11-08 13:30:59;2;7;6;476;0.33;23.65;4.5;24.87
2025-11-08 13:31:09;2;5;4;481;-0.11;23.64;4.5;24.85
2025-11-08 13:31:19;1;3;2;478;-0.55;23.53;4.4;24.85
2025-11-08 13:31:30;2;4;3;487;-0.32;23.51;4.4;24.83
2025-11-08 13:31:40;2;4;3;503;-0.32;23.48;4.4;24.83
2025-11-08 13:31:50;1;4;3;510;-0.3;23.56;4.3;24.81
2025-11-08 13:32:00;1;4;3;520;-0.27;23.62;4.1;24.83
2025-11-08 13:32:10;2;6;5;529;0.28;23.55;3.9;24.82
2025-11-08 13:32:20;2;5;5;528;0.28;23.52;3.9;24.82
2025-11-08 13:32:30;2;6;5;530;0.28;23.54;3.9;24.77
2025-11-08 13:32:40;2;5;5;534;0.32;23.45;3.8;24.8
2025-11-08 13:32:50;1;3;3;535;-0.19;23.51;3.7;24.81
2025-11-08 13:33:01;0;4;4;528;0.03;23.61;3.9;24.79
2025-11-08 13:33:11;0;4;4;522;0.0;23.64;4.0;24.79
2025-11-08 13:33:21;0;4;4;509;-0.02;23.65;4.1;24.81
2025-11-08 13:33:31;1;4;4;508;-0.05;23.54;4.2;24.78
2025-11-08 13:33:41;0;3;3;495;-0.29;23.44;4.2;24.76
2025-11-08 13:33:51;1;4;4;483;-0.02;23.4;4.1;24.73
2025-11-08 13:34:01;1;5;5;489;0.22;23.42;4.1;24.79
2025-11-08 13:34:11;1;5;4;489;0.0;23.42;4.0;24.82
2025-11-08 13:34:21;2;4;4;479;0.03;23.41;3.9;24.8
2025-11-08 13:34:32;2;3;2;471;-0.47;23.53;3.8;24.8
2025-11-08 13:34:42;2;3;2;457;-0.44;23.68;3.6;24.76
2025-11-08 13:34:52;2;3;2;455;-0.41;23.71;3.4;24.78
2025-11-08 13:35:02;2;4;4;457;0.18;23.7;3.4;24.79
2025-11-08 13:35:12;1;5;5;457;0.43;23.59;3.5;24.77
2025-11-08 13:35:22;1;5;4;465;0.11;23.53;3.6;24.7
2025-11-08 13:35:32;2;5;4;471;0.11;23.5;3.6;24.71
2025-11-08 13:35:42;1;4;4;467;0.14;23.56;3.5;24.78
2025-11-08 13:35:52;2;5;4;459;0.14;23.63;3.5;24.8
2025-11-08 13:36:03;1;3;3;457;-0.12;23.66;3.4;24.86
2025-11-08 13:36:13;1;4;3;455;-0.14;23.54;3.5;24.84
2025-11-08 13:36:23;1;3;3;461;-0.17;23.34;3.6;24.79
2025-11-08 13:36:33;2;4;3;456;-0.19;23.44;3.7;24.84
2025-11-08 13:36:43;1;2;2;460;-0.43;23.54;3.5;24.89
2025-11-08 13:36:53;2;4;3;457;-0.09;23.61;3.3;24.84
2025-11-08 13:37:03;1;2;2;452;-0.35;23.58;3.1;24.84
2025-11-08 13:37:13;1;3;3;454;0.0;23.5;3.0;24.85
2025-11-08 13:37:23;1;3;3;469;0.03;23.49;2.9;24.85
2025-11-08 13:37:34;0;3;3;473;0.07;23.69;2.8;24.83
2025-11-08 13:37:44;0;3;3;471;0.07;23.71;2.8;24.8
2025-11-08 13:37:54;1;5;5;479;0.67;23.63;3.0;24.79
2025-11-08 13:38:04;1;5;5;478;0.56;23.51;3.2;24.83
2025-11-08 13:38:14;1;3;3;480;-0.06;23.53;3.2;24.83
2025-11-08 13:38:24;0;3;3;463;-0.09;23.6;3.3;24.85
2025-11-08 13:38:34;1;3;3;463;-0.09;23.66;3.3;24.86
2025-11-08 13:38:44;1;3;3;468;-0.12;23.7;3.4;24.87
2025-11-08 13:38:54;1;3;3;470;-0.12;23.59;3.4;24.83
2025-11-08 13:39:05;0;2;2;469;-0.39;23.56;3.3;24.83
2025-11-08 13:39:15;1;3;3;475;-0.09;23.54;3.3;24.8
2025-11-08 13:39:25;0;3;3;481;-0.09;23.65;3.3;24.79
2025-11-08 13:39:35;1;4;4;471;0.25;23.67;3.2;24.8
2025-11-08 13:39:45;0;3;2;478;-0.31;23.69;2.9;24.87
2025-11-08 13:39:55;1;5;5;482;0.61;23.62;3.1;24.85
2025-11-08 13:40:05;1;3;3;495;-0.03;23.57;3.1;24.88
2025-11-08 13:40:15;2;4;4;492;0.25;23.59;3.2;24.84
2025-11-08 13:40:25;1;5;5;487;0.47;23.54;3.4;24.81
2025-11-08 13:40:36;2;5;5;478;0.39;23.53;3.6;24.79
2025-11-08 13:40:46;1;3;3;467;-0.19;23.62;3.7;24.83
2025-11-08 13:40:56;2;4;4;465;0.05;23.69;3.8;24.88
2025-11-08 13:41:06;1;3;2;473;-0.46;23.6;3.7;24.87
2025-11-08 13:41:16;2;5;5;473;0.32;23.64;3.8;24.87
2025-11-08 13:41:26;2;5;5;478;0.22;23.7;4.1;24.88
2025-11-08 13:41:36;2;5;4;463;0.0;23.69;4.0;24.85
2025-11-08 13:41:46;1;3;3;448;-0.25;23.65;4.0;24.86
2025-11-08 13:41:56;2;5;5;459;0.22;23.75;4.1;24.85
2025-11-08 13:42:07;1;4;4;471;0.0;23.83;4.0;24.91
2025-11-08 13:42:17;2;5;5;470;0.25;23.92;4.0;24.9
2025-11-08 13:42:27;1;6;4;470;-0.02;23.84;4.1;24.9
2025-11-08 13:42:37;2;4;4;473;-0.02;23.53;4.1;24.87
2025-11-08 13:42:47;1;3;3;459;-0.29;23.61;4.2;24.85
2025-11-08 13:42:57;2;5;5;453;0.19;23.71;4.2;24.87
2025-11-08 13:43:07;2;7;6;454;0.4;23.8;4.3;24.94
2025-11-08 13:43:17;1;4;3;465;-0.29;23.72;4.2;24.88
2025-11-08 13:43:27;1;4;3;480;-0.29;23.66;4.2;24.87
2025-11-08 13:43:38;2;6;6;482;0.4;23.68;4.3;24.88
2025-11-08 13:43:48;2;4;4;468;-0.07;23.68;4.3;24.86
2025-11-08 13:43:58;2;5;3;470;-0.27;23.73;4.1;24.88
2025-11-08 13:44:08;2;6;3;481;-0.25;23.7;4.0;24.92
2025-11-08 13:44:18;2;4;3;483;-0.23;23.69;3.9;24.91
2025-11-08 13:44:28;2;4;4;500;0.0;23.52;4.0;24.87
2025-11-08 13:44:38;0;5;4;511;0.03;23.55;3.9;24.85
2025-11-08 13:44:48;0;3;3;512;-0.17;23.65;3.6;24.84
2025-11-08 13:44:58;0;3;3;508;-0.17;23.74;3.6;24.85
2025-11-08 13:45:09;0;2;2;507;-0.43;23.77;3.5;24.87
2025-11-08 13:45:19;1;3;3;503;-0.06;23.77;3.2;24.89
2025-11-08 13:45:29;0;2;2;507;-0.33;23.79;3.0;24.92
2025-11-08 13:45:39;1;4;3;505;0.0;23.78;3.0;24.89
2025-11-08 13:45:49;1;4;3;504;0.0;23.68;3.0;24.91
2025-11-08 13:45:59;1;3;3;504;0.0;23.61;3.0;24.89
2025-11-08 13:46:09;2;5;5;505;0.61;23.57;3.1;24.89
2025-11-08 13:46:19;1;5;3;496;0.0;23.58;3.0;24.82
2025-11-08 13:46:30;2;5;5;500;0.56;23.58;3.2;24.82
2025-11-08 13:46:40;2;4;4;508;0.21;23.53;3.3;24.79
2025-11-08 13:46:50;1;2;2;508;-0.39;23.57;3.3;24.81
2025-11-08 13:47:00;2;4;4;513;0.18;23.61;3.4;24.87
2025-11-08 13:47:10;2;6;4;510;0.11;23.72;3.6;24.9
2025-11-08 13:47:20;2;7;4;509;0.08;23.74;3.7;24.9
2025-11-08 13:47:30;1;6;4;504;0.05;23.74;3.8;24.9
2025-11-08 13:47:40;1;4;4;496;0.03;23.78;3.9;24.95
2025-11-08 13:47:50;2;5;5;488;0.28;23.62;3.9;24.87
2025-11-08 13:48:00;2;4;4;496;0.0;23.61;4.0;24.88
2025-11-08 13:48:11;1;3;3;493;-0.21;23.7;3.8;24.87
2025-11-08 13:48:21;1;2;2;479;-0.44;23.69;3.6;24.89
2025-11-08 13:48:31;1;3;2;470;-0.44;23.7;3.6;24.96
2025-11-08 13:48:41;1;3;2;465;-0.41;23.76;3.4;24.99
2025-11-08 13:48:51;2;5;4;474;0.18;23.79;3.4;24.97
2025-11-08 13:49:01;1;4;4;480;0.18;23.79;3.4;24.94
2025-11-08 13:49:11;1;4;3;481;-0.09;23.89;3.3;24.99
2025-11-08 13:49:21;2;4;4;489;0.21;23.98;3.3;24.98
2025-11-08 13:49:31;1;4;4;489;0.25;23.75;3.2;24.92
2025-11-08 13:49:42;1;3;3;481;-0.03;23.68;3.1;24.85
2025-11-08 13:49:52;2;4;4;482;0.25;23.63;3.2;24.85
2025-11-08 13:50:02;1;4;3;485;-0.09;23.83;3.3;24.93
2025-11-08 13:50:12;1;4;3;489;-0.12;23.84;3.4;24.94
2025-11-08 13:50:22;0;3;3;483;-0.14;23.76;3.5;24.9
2025-11-08 13:50:32;1;4;4;479;0.14;23.76;3.5;24.93
2025-11-08 13:50:42;1;4;4;481;0.14;23.77;3.5;24.94
2025-11-08 13:50:52;1;3;3;487;-0.14;23.88;3.5;24.92
2025-11-08 13:51:02;0;2;2;494;-0.39;23.8;3.3;24.9
2025-11-08 13:51:13;0;4;3;492;-0.06;23.9;3.2;24.9
2025-11-08 13:51:23;2;3;3;492;-0.06;23.82;3.2;24.93
2025-11-08 13:51:33;1;3;3;481;-0.03;23.84;3.1;24.94
2025-11-08 13:51:43;2;5;5;468;0.52;23.94;3.3;24.98
2025-11-08 13:51:53;1;4;3;469;-0.09;23.85;3.3;24.94
2025-11-08 13:52:03;1;3;3;459;-0.09;23.71;3.3;24.93
2025-11-08 13:52:13;2;4;4;451;0.21;23.69;3.3;24.96
2025-11-08 13:52:23;2;4;4;451;0.21;23.75;3.3;25.02
2025-11-08 13:52:33;1;4;3;440;-0.09;23.82;3.3;25.04
2025-11-08 13:52:44;2;4;4;437;0.14;23.86;3.5;24.99
2025-11-08 13:52:54;1;1;1;439;-0.7;23.73;3.3;24.94
2025-11-08 13:53:04;0;1;1;448;-0.68;23.75;3.1;24.93
2025-11-08 13:53:14;0;2;2;456;-0.33;23.81;3.0;24.97
2025-11-08 13:53:24;1;4;4;457;0.38;23.65;2.9;24.93
2025-11-08 13:53:34;0;3;3;463;0.03;23.54;2.9;24.91
2025-11-08 13:53:44;0;3;3;476;0.03;23.64;2.9;24.95
2025-11-08 13:53:54;1;4;4;477;0.38;23.7;2.9;24.98
2025-11-08 13:54:04;0;2;2;477;-0.26;23.77;2.7;25.01
2025-11-08 13:54:15;1;4;4;484;0.43;23.82;2.8;25.04
2025-11-08 13:54:25;0;4;3;491;0.11;23.83;2.7;25.03
2025-11-08 13:54:35;1;4;4;496;0.33;23.85;3.0;25.06
2025-11-08 13:54:45;0;3;3;509;-0.06;23.75;3.2;25.06
2025-11-08 13:54:55;1;3;3;513;-0.09;23.59;3.3;24.99
2025-11-08 13:55:05;1;3;3;512;-0.06;23.71;3.2;25.01
2025-11-08 13:55:15;1;3;3;485;-0.06;23.62;3.2;25.0
2025-11-08 13:55:25;0;2;2;485;-0.35;23.58;3.1;24.99
2025-11-08 13:55:35;1;3;3;491;0.0;23.54;3.0;24.97
2025-11-08 13:55:46;1;4;4;499;0.25;23.64;3.2;24.97
2025-11-08 13:55:56;1;5;5;493;0.52;23.61;3.3;24.94
2025-11-08 13:56:06;1;4;4;484;0.18;23.65;3.4;24.98
2025-11-08 13:56:16;1;3;3;479;-0.09;23.79;3.3;25.0
2025-11-08 13:56:26;1;5;5;479;0.43;23.86;3.5;25.05
2025-11-08 13:56:36;0;3;3;479;-0.14;23.86;3.5;25.06
2025-11-08 13:56:46;1;4;4;480;0.11;23.89;3.6;25.08
2025-11-08 13:56:56;1;4;4;482;0.08;23.82;3.7;25.07
2025-11-08 13:57:06;0;3;2;488;-0.46;23.61;3.7;25.05
2025-11-08 13:57:17;1;3;2;484;-0.44;23.7;3.6;25.03
2025-11-08 13:57:27;1;3;2;476;-0.41;23.82;3.4;25.07
2025-11-08 13:57:37;0;3;3;477;-0.06;23.76;3.2;25.06
2025-11-08 13:57:47;0;3;3;478;-0.03;23.84;3.1;25.12
2025-11-08 13:57:57;0;3;3;478;-0.03;23.9;3.1;25.11
2025-11-08 13:58:07;0;3;3;474;0.03;23.89;2.9;25.06
2025-11-08 13:58:17;1;5;5;474;0.61;23.59;3.1;24.97
2025-11-08 13:58:27;1;4;4;473;0.29;23.53;3.1;24.99
2025-11-08 13:58:37;0;2;2;480;-0.31;23.57;2.9;25.02
2025-11-08 13:58:47;1;3;3;477;0.0;23.63;3.0;25.06
2025-11-08 13:58:58;0;3;2;481;-0.33;23.66;3.0;25.03
2025-11-08 13:59:08;1;4;3;485;-0.03;23.81;3.1;25.09
2025-11-08 13:59:18;0;3;3;479;-0.03;23.92;3.1;25.11
2025-11-08 13:59:28;0;3;3;477;-0.03;23.83;3.1;25.1
2025-11-08 13:59:38;0;2;2;485;-0.33;23.63;3.0;25.07
2025-11-08 13:59:48;1;4;4;481;0.29;23.63;3.1;25.11
2025-11-08 13:59:58;0;3;3;486;0.03;23.8;2.9;25.13
2025-11-08 14:00:08;1;4;3;484;0.07;23.85;2.8;25.05
2025-11-08 14:00:18;0;4;2;486;-0.29;23.61;2.8;25.03
2025-11-08 14:00:29;0;5;3;482;0.07;23.61;2.8;25.04
2025-11-08 14:00:39;1;5;4;493;0.33;23.7;3.0;25.04
2025-11-08 14:00:49;1;5;4;495;0.29;23.72;3.1;25.06
2025-11-08 14:00:59;0;5;4;499;0.25;23.71;3.2;25.08
2025-11-08 14:01:09;0;2;2;488;-0.35;23.79;3.1;25.1
2025-11-08 14:01:19;0;4;3;480;-0.06;23.7;3.2;25.02
2025-11-08 14:01:29;0;4;2;474;-0.33;23.67;3.0;25.01
2025-11-08 14:01:39;0;3;2;477;-0.31;23.64;2.9;25.04
2025-11-08 14:01:50;0;4;3;477;0.03;23.55;2.9;25.06
2025-11-08 14:02:00;0;4;4;467;0.29;23.65;3.1;25.05
2025-11-08 14:02:10;0;3;3;470;-0.03;23.71;3.1;25.04
2025-11-08 14:02:20;0;3;3;462;0.0;23.69;3.0;25.03
2025-11-08 14:02:30;0;3;3;456;0.03;23.69;2.9;25.05
2025-11-08 14:02:40;0;4;3;466;0.07;23.75;2.8;25.09
2025-11-08 14:02:50;0;2;2;470;-0.29;23.78;2.8;25.12
2025-11-08 14:03:00;0;4;4;465;0.38;23.73;2.9;25.05
2025-11-08 14:03:10;0;3;3;461;0.0;23.55;3.0;25.07
2025-11-08 14:03:21;0;5;5;459;0.52;23.73;3.3;25.07
2025-11-08 14:03:31;0;4;4;465;0.18;23.79;3.4;25.16
