time;atm_pm_1_0;atm_pm_10_0;atm_pm_2_5;co2;delta;hum;ma;temp
2025-11-08 15:04:35;4;8;8;403;0.23;36.81;6.5;27.0
2025-11-08 15:04:45;4;7;7;404;0.06;36.79;6.6;27.0
2025-11-08 15:04:55;4;6;6;404;-0.1;36.79;6.7;27.0
2025-11-08 15:05:05;4;5;5;403;-0.25;36.78;6.7;27.0
2025-11-08 15:05:15;3;6;6;403;-0.09;36.76;6.6;27.01
2025-11-08 15:05:25;3;7;6;404;-0.08;36.76;6.5;27.03
2025-11-08 15:05:35;2;7;7;400;0.08;36.76;6.5;27.02
2025-11-08 15:05:45;2;5;5;402;-0.22;36.74;6.4;27.0
2025-11-08 15:05:56;2;7;6;401;-0.05;36.74;6.3;27.0
2025-11-08 15:06:06;3;7;7;400;0.11;36.73;6.3;27.02
2025-11-08 15:06:16;2;7;7;401;0.13;36.74;6.2;27.0
2025-11-08 15:06:26;1;6;6;401;-0.02;36.73;6.1;27.01
2025-11-08 15:06:36;1;5;5;403;-0.17;36.73;6.0;27.03
2025-11-08 15:06:46;1;6;6;404;-0.02;36.72;6.1;27.0
2025-11-08 15:06:56;1;6;6;400;-0.02;36.72;6.1;27.02
2025-11-08 15:07:06;1;6;6;400;-0.02;36.72;6.1;27.01
2025-11-08 15:07:16;2;6;6;401;0.0;36.71;6.0;26.99
2025-11-08 15:07:27;3;6;6;403;-0.02;36.71;6.1;27.01
2025-11-08 15:07:37;2;6;6;402;-0.02;36.72;6.1;27.0
2025-11-08 15:07:47;2;6;6;404;0.0;36.72;6.0;26.99
2025-11-08 15:07:57;3;9;8;401;0.31;36.72;6.1;27.0
2025-11-08 15:08:07;3;7;7;401;0.13;36.71;6.2;27.0
2025-11-08 15:08:17;3;6;5;401;-0.19;36.72;6.2;27.0
2025-11-08 15:08:27;4;8;6;404;-0.03;36.73;6.2;27.0
2025-11-08 15:08:37;3;6;5;404;-0.18;36.73;6.1;26.97
2025-11-08 15:08:47;4;6;6;401;-0.02;36.73;6.1;26.99
2025-11-08 15:08:58;5;6;5;403;-0.17;36.73;6.0;26.99
2025-11-08 15:09:08;5;7;5;402;-0.15;36.74;5.9;26.98
2025-11-08 15:09:18;3;5;5;402;-0.14;36.75;5.8;26.98
2025-11-08 15:09:28;4;7;7;402;0.19;36.73;5.9;26.99
2025-11-08 15:09:38;4;7;6;404;0.05;36.75;5.7;26.98
2025-11-08 15:09:48;3;5;4;404;-0.26;36.75;5.4;26.98
2025-11-08 15:09:58;4;5;5;400;-0.07;36.76;5.4;26.97
2025-11-08 15:10:08;4;7;7;400;0.27;36.76;5.5;26.97
2025-11-08 15:10:18;3;7;7;401;0.23;36.75;5.7;26.94
2025-11-08 15:10:29;4;8;7;400;0.21;36.76;5.8;26.95
2025-11-08 15:10:39;3;7;6;403;0.02;36.76;5.9;26.95
2025-11-08 15:10:49;3;6;5;403;-0.15;36.76;5.9;26.96
2025-11-08 15:10:59;4;7;6;404;0.0;36.78;6.0;26.96
2025-11-08 15:11:09;2;6;6;400;0.02;36.78;5.9;26.95
2025-11-08 15:11:19;4;7;7;404;0.17;36.78;6.0;26.95
2025-11-08 15:11:29;5;7;7;403;0.11;36.77;6.3;26.94
2025-11-08 15:11:39;3;6;5;403;-0.21;36.78;6.3;26.94
2025-11-08 15:11:49;4;7;7;400;0.11;36.8;6.3;26.95
2025-11-08 15:12:00;4;8;7;403;0.11;36.8;6.3;26.92
2025-11-08 15:12:10;3;6;5;404;-0.18;36.8;6.1;26.93
2025-11-08 15:12:20;4;8;7;400;0.13;36.82;6.2;26.92
2025-11-08 15:12:30;3;7;7;402;0.09;36.83;6.4;26.92
2025-11-08 15:12:40;4;8;8;400;0.21;36.83;6.6;26.94
2025-11-08 15:12:50;3;7;7;401;0.04;36.82;6.7;26.92
2025-11-08 15:13:00;4;7;7;402;0.04;36.83;6.7;26.9
2025-11-08 15:13:10;3;5;5;402;-0.23;36.85;6.5;26.93
2025-11-08 15:13:20;3;6;6;402;-0.09;36.86;6.6;26.91
2025-11-08 15:13:31;4;7;7;402;0.06;36.87;6.6;26.94
2025-11-08 15:13:41;4;7;6;402;-0.08;36.86;6.5;26.95
2025-11-08 15:13:51;2;5;5;404;-0.23;36.87;6.5;26.92
2025-11-08 15:14:01;4;5;5;404;-0.21;36.88;6.3;26.94
2025-11-08 15:14:11;4;6;6;404;-0.03;36.88;6.2;26.94
2025-11-08 15:14:21;3;5;5;403;-0.15;36.87;5.9;26.93
2025-11-08 15:14:31;4;7;7;403;0.19;36.87;5.9;26.92
2025-11-08 15:14:41;5;7;7;403;0.19;36.86;5.9;26.93
2025-11-08 15:14:51;3;6;6;402;0.0;36.86;6.0;26.95
2025-11-08 15:15:02;3;6;6;403;0.0;36.86;6.0;26.94
2025-11-08 15:15:12;3;6;6;403;0.02;36.87;5.9;26.93
2025-11-08 15:15:22;2;5;5;402;-0.14;36.87;5.8;26.95
2025-11-08 15:15:32;3;7;7;441;0.17;36.87;6.0;26.95
2025-11-08 15:15:42;2;7;6;409;-0.02;36.87;6.1;26.95
2025-11-08 15:15:52;3;7;7;401;0.13;36.86;6.2;26.94
2025-11-08 15:16:02;2;6;6;401;-0.05;36.85;6.3;26.97
2025-11-08 15:16:12;2;6;5;403;-0.18;36.84;6.1;26.96
2025-11-08 15:16:22;3;8;7;400;0.15;36.84;6.1;26.97
2025-11-08 15:16:33;3;8;6;401;-0.02;36.85;6.1;26.97
2025-11-08 15:16:43;3;8;5;403;-0.17;36.84;6.0;26.97
2025-11-08 15:16:53;1;5;4;404;-0.31;36.82;5.8;26.97
2025-11-08 15:17:03;2;7;6;401;0.02;36.82;5.9;26.99
2025-11-08 15:17:13;2;7;7;403;0.19;36.81;5.9;26.95
2025-11-08 15:17:23;2;6;6;403;0.02;36.81;5.9;26.99
2025-11-08 15:17:33;2;4;4;404;-0.29;36.81;5.6;27.01
2025-11-08 15:17:43;2;6;6;400;0.07;36.8;5.6;26.99
2025-11-08 15:17:54;3;6;6;403;0.05;36.79;5.7;26.99
2025-11-08 15:18:04;3;6;6;400;0.07;36.76;5.6;27.0
2025-11-08 15:18:14;4;8;8;402;0.38;36.75;5.8;27.01
2025-11-08 15:18:24;3;7;7;400;0.17;36.74;6.0;27.01
2025-11-08 15:18:34;4;9;8;402;0.25;36.72;6.4;27.03
2025-11-08 15:18:44;4;7;7;403;0.08;36.71;6.5;27.02
2025-11-08 15:18:54;2;5;5;400;-0.21;36.72;6.3;27.03
2025-11-08 15:19:04;2;5;5;402;-0.19;36.7;6.2;27.03
2025-11-08 15:19:14;2;4;4;402;-0.35;36.69;6.2;27.05
2025-11-08 15:19:25;1;4;4;400;-0.33;36.69;6.0;27.02
2025-11-08 15:19:35;3;6;5;402;-0.15;36.67;5.9;27.05
2025-11-08 15:19:45;2;6;5;401;-0.14;36.66;5.8;27.04
2025-11-08 15:19:55;2;5;4;404;-0.26;36.65;5.4;27.01
2025-11-08 15:20:05;4;7;7;402;0.3;36.65;5.4;27.01
2025-11-08 15:20:15;4;8;8;400;0.48;36.66;5.4;27.02
2025-11-08 15:20:25;4;8;8;401;0.45;36.66;5.5;27.01
2025-11-08 15:20:35;4;7;7;404;0.23;36.65;5.7;27.02
2025-11-08 15:20:45;3;5;5;402;-0.12;36.65;5.7;27.01
2025-11-08 15:20:56;4;6;5;406;-0.14;36.66;5.8;27.02
2025-11-08 15:21:06;3;6;5;407;-0.15;36.64;5.9;27.01
2025-11-08 15:21:16;4;7;6;406;0.0;36.66;6.0;27.03
2025-11-08 15:21:26;4;8;6;405;-0.02;36.65;6.1;27.0
2025-11-08 15:21:36;3;8;5;405;-0.19;36.66;6.2;27.01
2025-11-08 15:21:46;4;6;5;406;-0.17;36.67;6.0;27.02
2025-11-08 15:21:56;2;6;4;403;-0.29;36.66;5.6;27.01
2025-11-08 15:22:06;2;6;5;402;-0.06;36.65;5.3;27.01
2025-11-08 15:22:16;2;6;6;404;0.15;36.66;5.2;27.0
2025-11-08 15:22:27;2;5;5;401;-0.04;36.66;5.2;26.99
2025-11-08 15:22:37;2;6;6;401;0.13;36.66;5.3;27.01
2025-11-08 15:22:47;2;6;6;402;0.11;36.67;5.4;26.99
2025-11-08 15:22:57;2;7;7;403;0.27;36.67;5.5;27.0
2025-11-08 15:23:07;3;7;7;402;0.25;36.68;5.6;27.0
2025-11-08 15:23:17;4;7;7;402;0.21;36.67;5.8;26.99
2025-11-08 15:23:27;2;7;7;401;0.17;36.68;6.0;26.99
2025-11-08 15:23:37;4;8;7;403;0.11;36.69;6.3;26.97
2025-11-08 15:23:47;4;6;6;400;-0.06;36.71;6.4;26.99
2025-11-08 15:23:58;4;6;5;402;-0.21;36.7;6.3;26.98
2025-11-08 15:24:08;3;6;6;404;-0.06;36.69;6.4;26.96
2025-11-08 15:24:18;3;7;6;401;-0.06;36.7;6.4;26.98
2025-11-08 15:24:28;4;8;7;401;0.08;36.71;6.5;26.97
2025-11-08 15:24:38;3;8;6;402;-0.06;36.7;6.4;26.97
2025-11-08 15:24:48;2;5;4;401;-0.34;36.7;6.1;26.96
2025-11-08 15:24:58;2;6;5;401;-0.15;36.71;5.9;26.95
2025-11-08 15:25:08;2;5;5;404;-0.12;36.73;5.7;26.97
2025-11-08 15:25:18;4;6;6;401;0.07;36.71;5.6;26.95
2025-11-08 15:25:28;3;5;5;401;-0.09;36.73;5.5;26.96
2025-11-08 15:25:39;3;7;6;400;0.07;36.73;5.6;26.95
2025-11-08 15:25:49;3;6;5;400;-0.09;36.75;5.5;26.97
2025-11-08 15:25:59;2;7;6;402;0.09;36.74;5.5;26.95
2025-11-08 15:26:09;3;7;6;404;0.11;36.74;5.4;26.97
2025-11-08 15:26:19;4;7;6;402;0.11;36.76;5.4;26.96
2025-11-08 15:26:29;3;7;6;402;0.07;36.76;5.6;26.95
2025-11-08 15:26:39;4;8;6;402;0.05;36.76;5.7;26.93
2025-11-08 15:26:49;6;9;8;402;0.33;36.77;6.0;26.94
2025-11-08 15:26:59;4;8;7;401;0.15;36.77;6.1;26.93
2025-11-08 15:27:10;3;7;7;404;0.11;36.76;6.3;26.94
2025-11-08 15:27:20;2;7;5;403;-0.19;36.77;6.2;26.94
2025-11-08 15:27:30;4;8;6;402;-0.05;36.77;6.3;26.93
2025-11-08 15:27:40;3;6;6;401;-0.05;36.78;6.3;26.94
2025-11-08 15:27:50;4;8;8;404;0.23;36.77;6.5;26.93
2025-11-08 15:28:00;3;7;6;403;-0.08;36.78;6.5;26.93
2025-11-08 15:28:10;3;6;6;402;-0.08;36.78;6.5;26.92
2025-11-08 15:28:20;3;6;6;401;-0.08;36.78;6.5;26.93
2025-11-08 15:28:30;3;6;5;402;-0.19;36.79;6.2;26.92
2025-11-08 15:28:41;4;6;6;402;-0.02;36.78;6.1;26.92
